Clave CT,Nombre CT,Clave Turno,Descripción Turno,Zona Escolar,Descripción Mpio.,Descripción Cat. Pob.,Longitud,Latitud,Docentes,Nivel,Modalidad
11FEI0273D,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.718983,20.898271,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0011T,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Acámbaro,U Urbana,-100.719957,20.036048,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0255O,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Acámbaro,U Urbana,-100.719957,20.036048,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0202J,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Acámbaro,U Urbana,-100.720027,20.036021,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0215N,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Acámbaro,U Urbana,-100.72629,20.026495,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0262Y,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.753481,20.92113,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0274C,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.754618,20.910006,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0247F,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.75506,20.913486,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0003K,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.820471,20.508686,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0020A,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.839263,20.540538,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0279Y,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Diego de la Unión,U Urbana,-100.84296,21.450845,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0278Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Diego de la Unión,U Urbana,-100.873202,21.466858,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0018M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salvatierra,U Urbana,-100.87988,20.21231,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0036B,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salvatierra,U Urbana,-100.88012,20.20908,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0001M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0012S,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0022Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,84,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0212Q,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,0,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0280N,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0281M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0282L,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0021Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Cortazar,U Urbana,-100.964249,20.478849,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0263X,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Cortazar,U Urbana,-100.96643,20.48879,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0251S,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Villagrán,U Urbana,-100.99528,20.51306,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0221Y,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Felipe,R Rural,-101.090909,21.552863,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0235A,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Yuriria,U Urbana,-101.1275,20.21222,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0238Y,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Yuriria,U Urbana,-101.1275,20.21222,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0259K,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Yuriria,U Urbana,-101.1275,20.21222,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0014Q,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Valle de Santiago,U Urbana,-101.19139,20.39278,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0272E,MODULO DE ATENCION Y SERVICIOS,1,Matutino,888,Valle de Santiago,U Urbana,-101.19139,20.39278,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0008F,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salamanca,U Urbana,-101.193026,20.570438,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0224V,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Felipe,U Urbana,-101.212225,21.478778,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0222X,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Felipe,U Urbana,-101.213546,21.47802,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0220Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Felipe,U Urbana,-101.21361,21.48083,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0240M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Guanajuato,U Urbana,-101.281755,20.96113,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0217L,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0034D,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pueblo Nuevo,U Urbana,-101.37334,20.52695,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0042M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Silao de la Victoria,U Urbana,-101.423468,20.945716,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0043L,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Silao de la Victoria,U Urbana,-101.43779,20.946631,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0216M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Ocampo,U Urbana,-101.47972,21.6475,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0249D,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Ocampo,U Urbana,-101.47972,21.6475,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0213P,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Huanímaro,U Urbana,-101.49695,20.3675,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0242K,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Romita,U Urbana,-101.517279,20.869468,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0269R,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Felipe,R Rural,-101.52417,21.355,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0210S,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Cuerámaro,U Urbana,-101.67389,20.62583,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0267T,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,León,U Urbana,-101.692071,21.14244,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0276A,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.717829,20.431392,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0007G,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.71946,20.42951,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0241L,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.72222,20.43111,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0277Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.72222,20.43111,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0275B,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.73178,20.43463,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0243J,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Manuel Doblado,R Rural,-101.766526,20.679312,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0035C,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Purísima del Rincón,U Urbana,-101.87917,21.03056,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0261Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Manuel Doblado,U Urbana,-101.94917,20.72833,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0319I,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Atarjea,R Rural,-99.76278,21.25861,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0233C,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Xichú,R Rural,-99.917228,21.301696,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0239X,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Uriangato,U Urbana,-101.17973,20.13889,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0015P,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Abasolo,R Rural,-101.525716,20.515386,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0207E,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Atarjea,U Urbana,-99.71833,21.26778,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0048G,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,San Luis de la Paz,U Urbana,-100.532096,21.294516,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0049F,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,San Luis de la Paz,U Urbana,-100.532096,21.294516,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0062Z,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,San Luis de la Paz,U Urbana,-100.532096,21.294516,15,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0060B,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Acámbaro,U Urbana,-100.72629,20.026495,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0061A,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Acámbaro,U Urbana,-100.72629,20.026495,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0068U,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Acámbaro,U Urbana,-100.72629,20.026495,11,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0054R,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Celaya,U Urbana,-100.843104,20.539538,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0055Q,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Celaya,U Urbana,-100.843104,20.539538,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0069T,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Celaya,U Urbana,-100.843104,20.539538,12,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0046I,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0047H,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0065X,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,11,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0058N,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Salamanca,U Urbana,-101.221916,20.583333,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0059M,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Salamanca,U Urbana,-101.221916,20.583333,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0064Y,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Salamanca,U Urbana,-101.221916,20.583333,11,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0052T,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Guanajuato,U Urbana,-101.281755,20.96113,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0053S,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Guanajuato,U Urbana,-101.281755,20.96113,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0067V,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Guanajuato,U Urbana,-101.281755,20.96113,11,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0056P,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Irapuato,U Urbana,-101.334251,20.715583,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0057O,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Irapuato,U Urbana,-101.334251,20.715583,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0066W,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Irapuato,U Urbana,-101.334251,20.715583,11,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0050V,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,León,U Urbana,-101.692071,21.14244,17,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0051U,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,León,U Urbana,-101.692071,21.14244,18,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11FEI0063Z,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,León,U Urbana,-101.692071,21.14244,12,INICIAL NO ESCOLARIZADO,ATENCIÓN PARA TODOS DESDE LA PRIMERA INFANCIA
11DBT0015Q,CECADEE DR. ROBERTO SOLIS QUIROGA,1,Matutino,7,León,U Urbana,-101.65548,21.0928,6,ESPECIAL CAM,Federal
11DML0052R,CENTRO DE ATENCION MULTIPLE,1,Matutino,4,Abasolo,U Urbana,-101.532018,20.464163,3,ESPECIAL CAM,Federal
11DML0055O,VICENTE M. VALTIERRA,1,Matutino,10,Celaya,U Urbana,-100.837013,20.544633,4,ESPECIAL CAM,Federal
11DML0054P,CENTRO DE ATENCION MULTIPLE NATALIE CARTER BARRAGA,1,Matutino,8,Santa Catarina,R Rural,-100.059916,21.145682,1,ESPECIAL CAM,Federal
11DML0042K,"CENTRO DE ATENCION MULTIPLE ""PAULO FREIRE""",1,Matutino,8,Doctor Mora,U Urbana,-100.321897,21.140213,5,ESPECIAL CAM,Federal
11DML0053Q,ENRIQUE COLUNGA,1,Matutino,1,Coroneo,U Urbana,-100.363968,20.192943,3,ESPECIAL CAM,Federal
11DML0033C,CENTRO DE ATENCION MULTIPLE SAN JOSE ITURBIDE,1,Matutino,8,San José Iturbide,U Urbana,-100.3826,21.008109,8,ESPECIAL CAM,Federal
11DML0036Z,WALTER C. BUCHANAN,1,Matutino,8,San Luis de la Paz,U Urbana,-100.50892,21.284354,8,ESPECIAL CAM,Federal
11DML0038Y,GABRIELA BRIMMER,1,Matutino,1,Jerécuaro,U Urbana,-100.51269,20.15328,8,ESPECIAL CAM,Federal
11DML0039X,JOSE NATIVIDAD MACIAS,1,Matutino,1,Tarandacuao,U Urbana,-100.525077,20.009194,7,ESPECIAL CAM,Federal
11DML0023W,CENTRO DE ATENCION MULTIPLE MARIA MONTESSORI,1,Matutino,6,Apaseo el Alto,U Urbana,-100.62441,20.45426,9,ESPECIAL CAM,Federal
11DML0029Q,CENTRO DE ATENCION MULTIPLE,1,Matutino,6,Apaseo el Grande,U Urbana,-100.68614,20.55348,11,ESPECIAL CAM,Federal
11DML0001K,CENTRO DE ATENCION MULTIPLE INSTITUTO ACAMBARO,1,Matutino,1,Acámbaro,U Urbana,-100.691011,20.032306,14,ESPECIAL CAM,Federal
11DML0002J,CENTRO DE ATENCION MULTIPLE IGNACIO RAMIREZ,1,Matutino,14,San Miguel de Allende,U Urbana,-100.75394,20.90731,10,ESPECIAL CAM,Federal
11DML0027S,CENTRO DE ATENCION MULTIPLE BENITO JUAREZ GARCIA,1,Matutino,6,Comonfort,U Urbana,-100.75856,20.7279,8,ESPECIAL CAM,Federal
11DML0026T,CENTRO DE ATENCION MULTIPLE HELEN KELLER,1,Matutino,1,Tarimoro,U Urbana,-100.767011,20.291809,7,ESPECIAL CAM,Federal
11DML0003I,CENTRO DE ATENCION MULTIPLE HENRI WALLON,1,Matutino,10,Celaya,U Urbana,-100.837013,20.544633,18,ESPECIAL CAM,Federal
11DML0032D,CENTRO DE ATENCION MULTIPLE LOUIS BRAILLE,1,Matutino,14,San Diego de la Unión,U Urbana,-100.868519,21.461189,5,ESPECIAL CAM,Federal
11DML0015N,CENTRO DE ATENCION MULTIPLE HENRI WALLON,1,Matutino,1,Salvatierra,U Urbana,-100.880965,20.218287,10,ESPECIAL CAM,Federal
11DML0019J,CENTRO DE ATENCION MULTIPLE NARCISO MENDOZA,1,Matutino,14,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.92714,21.1495,,ESPECIAL CAM,Federal
11DML0004H,CENTRO DE ATENCION MULTIPLE LIC. ADOLFO LOPEZ MATEOS,1,Matutino,10,Cortazar,U Urbana,-100.94993,20.4853,7,ESPECIAL CAM,Federal
11DML0021Y,CENTRO DE ATENCION MULTIPLE JUVENTINO ROSAS,1,Matutino,10,Santa Cruz de Juventino Rosas,U Urbana,-100.98302,20.63881,10,ESPECIAL CAM,Federal
11DML0049D,"CAM BICENTENARIO ""LEONA VICARIO""",1,Matutino,1,Santiago Maravatío,U Urbana,-100.99611,20.17096,9,ESPECIAL CAM,Federal
11DML0037Z,CENTRO DE ATENCION MULTIPLE JOSE VASCONCELOS,2,Vespertino,2,Jaral del Progreso,R Rural,-101.068602,20.391916,11,ESPECIAL CAM,Federal
11DML0040M,CAM ROSARIO CASTELLANOS,1,Matutino,2,Yuriria,U Urbana,-101.117762,20.215607,9,ESPECIAL CAM,Federal
11DML0057M,JESUS LOPEZ LIRA,1,Matutino,12,Salamanca,U Urbana,-101.123802,20.540032,3,ESPECIAL CAM,Federal
11DML0007E,CENTRO DE ATENCION MULTIPLE CENTRO MULTIPLE INTEGRAL,1,Matutino,12,Salamanca,U Urbana,-101.18267,20.59678,11,ESPECIAL CAM,Federal
11DML0014O,CENTRO DE ATENCION MULTIPLE JUEGO Y DESARROLLO,2,Vespertino,12,Salamanca,U Urbana,-101.18267,20.59678,10,ESPECIAL CAM,Federal
11DML0016M,CENTRO DE ATENCION MULTIPLE DECROLY,1,Matutino,2,Uriangato,U Urbana,-101.18979,20.14118,12,ESPECIAL CAM,Federal
11DML0010S,CENTRO DE ATENCION MULTIPLE MARIA MONTESSORI,1,Matutino,2,Valle de Santiago,U Urbana,-101.20292,20.39525,10,ESPECIAL CAM,Federal
11DML0025U,CENTRO DE ATENCION MULTIPLE GABRIELA BRIMMER,1,Matutino,9,San Felipe,U Urbana,-101.23035,21.492878,6,ESPECIAL CAM,Federal
11DML0005G,CENTRO DE ATENCION MULTIPLE MANUEL LOPEZ DAVILA,1,Matutino,11,Guanajuato,U Urbana,-101.28122,21.01167,15,ESPECIAL CAM,Federal
11DML0008D,CENTRO DE ATENCION MULTIPLE,1,Matutino,4,Irapuato,U Urbana,-101.30918,20.662838,6,ESPECIAL CAM,Federal
11DML0006F,CENTRO DE ATENCION MULTIPLE C R E E DE IRAPUATO,1,Matutino,4,Irapuato,U Urbana,-101.36714,20.65578,14,ESPECIAL CAM,Federal
11DML0012Q,CENTRO DE ATENCION MULTIPLE ESCUELA DE EDUCACION ESPECIAL DE IRAPUATO,2,Vespertino,4,Irapuato,U Urbana,-101.36714,20.65578,7,ESPECIAL CAM,Federal
11DML0020Z,CENTRO DE ATENCION MULTIPLE PARQUE LIRA,2,Vespertino,11,Silao de la Victoria,U Urbana,-101.435678,20.945449,11,ESPECIAL CAM,Federal
11DML0031E,CENTRO DE ATENCION MULTIPLE HELLEN KELLER,1,Matutino,9,Ocampo,U Urbana,-101.480761,21.643801,7,ESPECIAL CAM,Federal
11DML0030F,CENTRO DE ATENCION MULTIPLE BENITO JUAREZ,2,Vespertino,4,Huanímaro,U Urbana,-101.49744,20.36914,7,ESPECIAL CAM,Federal
11DML0051S,CENTRO DE ATENCION MULTIPLE CAROLINA AGAZZI,1,Matutino,11,Romita,U Urbana,-101.50801,20.87029,4,ESPECIAL CAM,Federal
11DML0056N,CENTRO DE ATENCION MULTIPLE,1,Matutino,7,León,U Urbana,-101.640352,21.078418,6,ESPECIAL CAM,Federal
11DML0018K,CENTRO DE ATENCION MULTIPLE PROF. RAFAEL GUERRERO VIDRIO,1,Matutino,7,León,U Urbana,-101.64137,21.09878,13,ESPECIAL CAM,Federal
11DML0013P,CENTRO DE ATENCION MULTIPLE JEAN PIAGET,2,Vespertino,3,León,U Urbana,-101.65189,21.11955,8,ESPECIAL CAM,Federal
11DML0044I,CENTRO DE ATENCION MULTIPLE ANNE SULLIVAN,2,Vespertino,3,León,U Urbana,-101.65189,21.11955,6,ESPECIAL CAM,Federal
11DML0045H,CENTRO DE ATENCION MULTIPLE HELLEN KELLER,1,Matutino,3,León,U Urbana,-101.65189,21.11955,8,ESPECIAL CAM,Federal
11DML0046G,CENTRO DE ATENCION MULTIPLE DR. JOSE DE JESUS GONZALEZ DEL CASTILLO,1,Matutino,3,León,U Urbana,-101.65189,21.11955,9,ESPECIAL CAM,Federal
11DML0043J,CENTRO DE ATENCION MULTIPLE LOUIS BRAILLE,1,Matutino,5,León,U Urbana,-101.6602,21.16428,11,ESPECIAL CAM,Federal
11DML0048E,LEON,2,Vespertino,5,León,U Urbana,-101.70136,21.14965,9,ESPECIAL CAM,Federal
11DML0024V,CENTRO DE ATENCION MULTIPLE JOHN DEWEY,2,Vespertino,4,Pénjamo,U Urbana,-101.71267,20.431336,10,ESPECIAL CAM,Federal
11DML0009C,CENTRO DE ATENCION MULTIPLE GABY BRIMER,1,Matutino,11,San Francisco del Rincón,U Urbana,-101.84072,21.01231,10,ESPECIAL CAM,Federal
11DML0041L,CENTRO DE ATENCION MULTIPLE,2,Vespertino,11,San Francisco del Rincón,U Urbana,-101.84072,21.01231,9,ESPECIAL CAM,Federal
11DML0050T,OVIDE DECROLY,1,Matutino,11,Purísima del Rincón,U Urbana,-101.872299,21.036991,6,ESPECIAL CAM,Federal
11DML0028R,CENTRO DE ATENCION MULTIPLE MANUEL DOBLADO,1,Matutino,11,Manuel Doblado,U Urbana,-101.946499,20.729247,8,ESPECIAL CAM,Federal
11DML0047F,"CENTRO DE ATENCION MULTIPLE BICENTENARIO ""LEONA VICARIO""",1,Matutino,8,Victoria,U Urbana,-100.21051,21.211618,4,ESPECIAL CAM,Federal
11EML0004G,CENTRO DE ATENCION MULTIPLE,1,Matutino,13,Tierra Blanca,U Urbana,-100.16083,21.09886,4,ESPECIAL CAM,Estatal
11EML0003H,MARTHA CATALINA GARCIA OLIVARES,1,Matutino,503,Celaya,U Urbana,-100.769829,20.550713,9,ESPECIAL CAM,Estatal
11EML0001J,CENTRO DE ATENCION MULTIPLE,2,Vespertino,503,Villagrán,U Urbana,-101.00733,20.51333,12,ESPECIAL CAM,Estatal
11EML0002I,CENTRO DE ATENCION MULTIPLE,1,Matutino,504,Cuerámaro,U Urbana,-101.66547,20.63164,5,ESPECIAL CAM,Estatal
11FUA0139X,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR,1,Matutino,13,Tierra Blanca,U Urbana,-100.160557,21.10137,3,ESPECIAL USAER,Estatal
11FUA0149D,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR,1,Matutino,503,Apaseo el Alto,U Urbana,-100.62791,20.46111,4,ESPECIAL USAER,Estatal
11FUA0152R,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR,1,Matutino,503,Apaseo el Grande,U Urbana,-100.689633,20.543669,7,ESPECIAL USAER,Estatal
